Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,Tot
"Atkins, Tom",9,5,11,6,8,11,6,8,11,5,3,9,6,11,7,116.0
"Bews, Jed",6,7,7,1,,,4,1,6,3,6,7,1,11,2,62.0
"Blicavs, Mark",5,8,7,6,10,7,8,8,6,12,12,10,6,15,9,129.0
"Bowes, Jack",,15,7,14,7,14,1,,,,,,4,11,2,75.0
"Bruhn, Tanner",9,4,8,,,,9,8,14,13,11,10,6,13,9,114.0
"Cameron, Jeremy",16,22,13,20,13,12,13,14,16,8,13,14,8,-,,182.0
"Ceglar, Jonathon",,,4,,,,,6,8,7,4,5,,,,34.0
"Clark, Jhye",,,,,,,,,4,,,,,,,4.0
"Close, Brad",5,3,6,10,8,8,10,1,,4,2,10,2,11,6,86.0
"Dangerfield, Patrick",9,8,14,17,10,15,19,13,,,,,11,,9,125.0
"De Koning, Sam",2,4,6,,7,6,6,,,,5,4,5,9,7,61.0
"Dempsey, Oliver",,,,,,,,3,4,1,,,,,,8.0
"Duncan, Mitch",,,,21,8,7,13,17,15,,,,15,19,11,126.0
"Guthrie, Cameron",10,19,14,13,13,8,,,,,,,,,,77.0
"Guthrie, Zach",8,6,9,12,8,7,13,11,6,9,15,13,19,9,7,152.0
"Hawkins, Tom",6,6,5,9,8,7,13,8,6,10,5,10,6,8,5,112.0
"Henry, Jack",,,,,,,,,,7,8,5,9,12,9,50.0
"Henry, Oliver",8,6,10,6,10,5,8,7,4,,6,5,7,4,5,91.0
"Holmes, Max",10,11,8,12,12,15,8,13,11,7,,,15,12,5,139.0
"Knevitt, Mitch",,,,,,2,7,6,11,11,7,12,,,,56.0
"Kolodjashnij, Jake",,,,9,6,10,6,10,6,6,7,8,7,10,8,93.0
"Miers, Gryan",7,10,9,12,12,10,14,6,14,5,11,14,8,7,20,159.0
"Mullin, Oisin",,,,,,,,,,,10,3,,,,13.0
"OConnor, Mark",8,5,11,6,4,11,10,11,11,8,6,3,7,5,,106.0
"Parfitt, Brandan",-,,,,5,,,,7,6,8,,,,,26.0
"Ratugolea, Esava",4,4,7,11,11,6,3,7,6,8,7,,,,3,77.0
"Rohan, Gary",5,4,4,4,,8,4,,,,,6,8,12,6,61.0
"Simpson, Sam",,,,,,7,7,5,6,1,,-,,,,26.0
"Smith, Isaac",19,13,15,17,15,8,10,14,11,14,18,17,11,13,11,206.0
"Stanley, Rhys",10,5,,7,4,,,,,,,,,6,5,37.0
"Stengle, Tyson",10,9,4,8,4,,,,,9,8,6,5,7,9,79.0
"Stewart, Tom",3,,24,16,17,19,24,17,19,14,24,23,14,20,20,254.0
"Tuohy, Zach",13,13,17,10,10,7,,9,15,10,9,13,14,12,19,171.0
"Whyte, Cooper",,1,,,,,,,,,,,,,,1.0
Totals,182,188,220,247,210,210,216,203,217,178,205,207,194,237,194,3108.0
Opponent,CW,CA,GC,HW,WC,SY,ES,AD,RI,FR,GW,WB,PA,ME,SY,
