Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,Tot
"Atkins, Tom",11,6,9,7,6,8,8,12,15,7,9,10,5,7,120.0
"Bews, Jed",6,3,2,1,,,9,4,7,4,5,6,3,10,60.0
"Blicavs, Mark",7,9,9,5,10,7,10,12,12,10,15,12,6,10,134.0
"Bowes, Jack",,11,4,7,8,10,1,,,,,,1,9,51.0
"Bruhn, Tanner",7,7,3,,,,4,7,6,9,8,2,6,12,71.0
"Cameron, Jeremy",2,4,2,6,10,4,5,6,6,4,6,3,5,-,63.0
"Ceglar, Jonathon",,,7,,,,,6,10,9,14,3,,,49.0
"Clark, Jhye",,,,,,,,,3,,,,,,3.0
"Close, Brad",5,3,1,4,4,6,7,4,,2,9,9,5,14,73.0
"Dangerfield, Patrick",15,13,11,12,15,14,14,5,,,,,8,,107.0
"De Koning, Sam",4,6,4,,6,1,8,,,,4,5,5,6,49.0
"Dempsey, Oliver",,,,,,,,3,3,1,,,,,7.0
"Duncan, Mitch",,,,6,-,3,5,3,6,,,,4,6,33.0
"Guthrie, Cameron",7,7,10,8,6,9,,,,,,,,,47.0
"Guthrie, Zach",3,5,4,6,1,6,8,6,6,1,5,2,8,5,66.0
"Hawkins, Tom",7,2,2,8,9,6,7,9,8,6,6,4,3,7,84.0
"Henry, Jack",,,,,,,,,,6,4,1,6,7,24.0
"Henry, Oliver",10,6,4,4,1,7,10,5,2,,7,5,5,6,72.0
"Holmes, Max",5,8,8,9,8,7,11,10,9,7,,,15,5,102.0
"Knevitt, Mitch",,,,,,-,8,5,6,9,4,8,,,40.0
"Kolodjashnij, Jake",,,,4,3,8,3,2,1,1,9,6,2,6,45.0
"Miers, Gryan",7,5,6,7,5,3,7,5,8,5,7,5,6,6,82.0
"Mullin, Oisin",,,,,,,,,,,4,5,,,9.0
"OConnor, Mark",5,1,7,8,6,5,3,7,3,4,6,6,5,7,73.0
"Parfitt, Brandan",2,,,,5,,,,3,5,5,,,,20.0
"Ratugolea, Esava",4,2,5,3,4,4,4,8,5,8,3,,,,50.0
"Rohan, Gary",1,2,3,5,,7,3,,,,,4,9,8,42.0
"Simpson, Sam",,,,,,7,5,4,6,1,,-,,,23.0
"Smith, Isaac",3,3,4,4,5,5,6,7,6,1,5,4,1,1,55.0
"Stanley, Rhys",6,8,,4,7,,,,,,,,,3,28.0
"Stengle, Tyson",3,1,4,3,2,,,,,5,7,8,6,2,41.0
"Stewart, Tom",1,,9,5,6,6,5,9,7,6,9,6,4,6,79.0
"Tuohy, Zach",9,8,3,4,5,6,,6,10,6,4,2,7,6,76.0
"Whyte, Cooper",,-,,,,,,,,,,,,,
Totals,130,120,121,130,132,139,151,145,148,117,155,116,125,149,1878.0
Opponent,CW,CA,GC,HW,WC,SY,ES,AD,RI,FR,GW,WB,PA,ME,
