Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,Tot
"Atkins, Tom",80,78,79,75,76,67,69,78,65,70,73,74,75,76,74.0/1310:39
"Bews, Jed",80,87,80,37,,,85,84,78,75,80,78,72,78,76.2/1157:28
"Blicavs, Mark",89,89,82,78,70,80,86,82,83,83,78,87,81,82,82.2/1455:49
"Bowes, Jack",,87,83,83,80,74,11,,,,,,23,49,60.6/608:55
"Bruhn, Tanner",64,62,58,,,,60,65,61,72,53,70,39,62,60.6/845:30
"Cameron, Jeremy",100,94,100,94,98,97,100,95,100,100,100,98,100,12,91.8/1626:03
"Ceglar, Jonathon",,,65,,,,,75,74,64,69,55,,,67.0/497:55
"Clark, Jhye",,,,,,,,,25,,,,,,25.0/31:54
"Close, Brad",80,88,86,82,84,84,90,83,,82,88,75,84,84,83.8/1380:17
"Dangerfield, Patrick",62,70,78,74,69,75,64,38,,,,,66,,66.0/753:01
"De Koning, Sam",84,93,54,,82,83,77,,,,93,96,100,87,85.0/1077:41
"Dempsey, Oliver",,,,,,,,30,49,15,,,,,31.0/118:53
"Duncan, Mitch",,,,70,77,75,85,85,84,,,,77,86,80.0/810:29
"Guthrie, Cameron",74,78,87,67,70,61,,,,,,,,,72.7/551:06
"Guthrie, Zach",91,81,83,88,88,90,89,84,94,87,92,85,86,71,86.4/1529:12
"Hawkins, Tom",86,97,89,84,92,85,92,100,95,94,93,96,94,97,92.4/1636:10
"Henry, Jack",,,,,,,,,,83,78,92,93,100,89.3/563:12
"Henry, Oliver",83,70,75,50,85,86,88,81,83,,86,80,68,83,78.4/1287:49
"Holmes, Max",80,77,78,71,71,62,82,72,72,76,,,70,78,74.2/1132:47
"Knevitt, Mitch",,,,,,15,77,58,89,81,30,71,,,60.7/532:16
"Kolodjashnij, Jake",,,,92,87,90,80,95,85,84,85,81,83,88,86.3/1199:13
"Miers, Gryan",87,85,77,86,82,86,82,80,87,76,89,84,81,82,83.1/1472:06
"Mullin, Oisin",,,,,,,,,,,74,88,,,81.0/199:48
"OConnor, Mark",92,83,80,84,86,84,83,86,82,89,82,68,81,73,82.5/1460:22
"Parfitt, Brandan",41,,,,40,,,,56,64,64,,,,52.6/342:29
"Ratugolea, Esava",94,93,98,85,98,92,98,94,91,88,54,,,,89.7/1249:35
"Rohan, Gary",81,78,38,74,,80,60,,,,,79,86,86,73.9/838:28
"Simpson, Sam",,,,,,78,75,80,83,66,,13,,,66.0/497:26
"Smith, Isaac",88,83,88,84,85,77,81,82,86,88,82,80,85,85,83.9/1486:38
"Stanley, Rhys",85,60,,80,74,,,,,,,,,76,75.3/491:17
"Stengle, Tyson",76,81,76,83,36,,,,,84,76,77,80,84,75.1/953:21
"Stewart, Tom",12,,82,92,85,93,87,90,87,89,93,86,86,92,81.9/1349:24
"Tuohy, Zach",92,69,84,86,84,85,,81,91,90,89,86,88,89,85.8/1405:24
"Whyte, Cooper",,17,,,,,,,,,,,,,17.0/21:51
Totals,,,,,,,,,,,,,,,
Opponent,CW,CA,GC,HW,WC,SY,ES,AD,RI,FR,GW,WB,PA,ME,
