Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,Tot
"Amartey, Joel",,11,16,5,4,,,,,,,3,13,7,59.0
"Blakey, Nick",20,24,19,19,30,19,12,24,17,19,26,14,24,23,290.0
"Buller, Jack",,,,,,,,,,,,,2,,2.0
"Campbell, Braeden",16,15,12,16,20,18,14,12,14,8,14,23,13,20,215.0
"Clarke, Ryan",,,,,,11,11,14,8,13,7,11,,16,91.0
"Cunningham, Harry",13,9,9,3,7,12,14,16,14,11,20,18,7,14,167.0
"Florent, Oliver",18,25,21,33,16,14,10,29,19,22,15,34,15,18,289.0
"Fox, Robbie",,,,16,17,17,,24,15,28,24,17,11,10,179.0
"Francis, Aaron",,,,,,7,7,7,15,9,9,16,12,9,91.0
"Franklin, Lance",8,,10,8,,,11,13,4,13,7,7,,,81.0
"Gould, Will",,,,,9,3,,,8,6,,,,,26.0
"Gulden, Errol",24,28,15,20,25,16,27,37,39,24,21,16,27,32,351.0
"Hayward, Will",19,14,9,9,9,8,16,14,8,11,20,10,8,,155.0
"Heeney, Isaac",12,13,10,15,20,14,19,16,18,15,19,16,,22,209.0
"Hickey, Tom",,,,,,,,,14,,15,13,13,19,74.0
"Ladhams, Peter",20,13,16,16,17,14,24,11,,6,,,,,137.0
"Lloyd, Jake",28,24,21,24,25,19,25,24,24,19,35,19,27,22,336.0
"McAndrew, Lachlan",,,,,,,,,,9,3,,,,12.0
"McCartin, Paddy",15,13,11,-,,,,,,,,,,,39.0
"McCartin, Tom",16,12,14,5,,,11,12,,,,,,,70.0
"McDonald, Logan",9,13,13,7,10,5,12,11,3,,,,,11,94.0
"McInerney, Justin",23,16,14,14,11,8,,23,16,15,21,23,11,22,217.0
"McLean, Hayden",11,6,,,10,13,8,19,13,13,10,10,10,16,139.0
"Melican, Lewis",,,,,,,,,,,15,10,8,8,41.0
"Mills, Callum",19,28,25,21,21,14,23,31,1,,,,,20,203.0
"Papley, Tom",15,17,8,14,25,9,11,10,14,11,17,16,10,18,195.0
"Parker, Luke",25,27,17,22,15,21,33,34,27,28,21,,24,28,322.0
"Rampe, Dane",25,15,17,19,,,,,,,,20,17,16,129.0
"Roberts, Matt",7,5,3,,14,3,,,,,,,,,32.0
"Rowbottom, James",17,14,12,12,17,13,17,19,23,15,17,24,23,27,250.0
"Sheather, Marc",,,,,,,2,4,5,,,,,,11.0
"Sheldrick, Angus",,,,,,,3,,,2,,19,19,29,72.0
"Stephens, Dylan",27,15,14,18,11,7,14,,,9,,,3,,118.0
"Warner, Chad",30,15,19,30,26,19,29,28,25,31,29,24,18,33,356.0
"Warner, Corey",,,,,8,,,,,,1,,,,9.0
"Wicks, Sam",,,,,,,,,,,16,7,7,,30.0
Totals,417,372,325,346,367,284,353,432,344,337,382,370,322,440,5091.0
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,
