Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Amartey, Joel",,11,16,5,4,,,,,,,3,13,7,9,68.0
"Blakey, Nick",20,24,19,19,30,19,12,24,17,19,26,14,24,23,29,319.0
"Buller, Jack",,,,,,,,,,,,,2,,,2.0
"Campbell, Braeden",16,15,12,16,20,18,14,12,14,8,14,23,13,20,14,229.0
"Clarke, Ryan",,,,,,11,11,14,8,13,7,11,,16,-,91.0
"Cunningham, Harry",13,9,9,3,7,12,14,16,14,11,20,18,7,14,19,186.0
"Florent, Oliver",18,25,21,33,16,14,10,29,19,22,15,34,15,18,17,306.0
"Fox, Robbie",,,,16,17,17,,24,15,28,24,17,11,10,17,196.0
"Francis, Aaron",,,,,,7,7,7,15,9,9,16,12,9,12,103.0
"Franklin, Lance",8,,10,8,,,11,13,4,13,7,7,,,,81.0
"Gould, Will",,,,,9,3,,,8,6,,,,,,26.0
"Gulden, Errol",24,28,15,20,25,16,27,37,39,24,21,16,27,32,26,377.0
"Hayward, Will",19,14,9,9,9,8,16,14,8,11,20,10,8,,11,166.0
"Heeney, Isaac",12,13,10,15,20,14,19,16,18,15,19,16,,22,15,224.0
"Hickey, Tom",,,,,,,,,14,,15,13,13,19,10,84.0
"Ladhams, Peter",20,13,16,16,17,14,24,11,,6,,,,,,137.0
"Lloyd, Jake",28,24,21,24,25,19,25,24,24,19,35,19,27,22,20,356.0
"McAndrew, Lachlan",,,,,,,,,,9,3,,,,,12.0
"McCartin, Paddy",15,13,11,-,,,,,,,,,,,,39.0
"McCartin, Tom",16,12,14,5,,,11,12,,,,,,,,70.0
"McDonald, Logan",9,13,13,7,10,5,12,11,3,,,,,11,10,104.0
"McInerney, Justin",23,16,14,14,11,8,,23,16,15,21,23,11,22,22,239.0
"McLean, Hayden",11,6,,,10,13,8,19,13,13,10,10,10,16,7,146.0
"Melican, Lewis",,,,,,,,,,,15,10,8,8,15,56.0
"Mills, Callum",19,28,25,21,21,14,23,31,1,,,,,20,24,227.0
"Papley, Tom",15,17,8,14,25,9,11,10,14,11,17,16,10,18,15,210.0
"Parker, Luke",25,27,17,22,15,21,33,34,27,28,21,,24,28,27,349.0
"Rampe, Dane",25,15,17,19,,,,,,,,20,17,16,15,144.0
"Roberts, Matt",7,5,3,,14,3,,,,,,,,,,32.0
"Rowbottom, James",17,14,12,12,17,13,17,19,23,15,17,24,23,27,14,264.0
"Sheather, Marc",,,,,,,2,4,5,,,,,,,11.0
"Sheldrick, Angus",,,,,,,3,,,2,,19,19,29,21,93.0
"Stephens, Dylan",27,15,14,18,11,7,14,,,9,,,3,,,118.0
"Warner, Chad",30,15,19,30,26,19,29,28,25,31,29,24,18,33,,356.0
"Warner, Corey",,,,,8,,,,,,1,,,,,9.0
"Wicks, Sam",,,,,,,,,,,16,7,7,,,30.0
Totals,417,372,325,346,367,284,353,432,344,337,382,370,322,440,369,5460.0
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,GE,
