Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 20 Mar 6:10pm,MCG,72552,R1,2008,CAR,RCH,79,109
Thu 20 Mar 8:15pm,AAMI Stadium,28206,R1,2008,POR,GEE,96,105
Sat 22 Mar 2:10pm,MCG,45383,R1,2008,COL,FRE,111,85
Sat 22 Mar 5:40pm,Domain Stadium,39591,R1,2008,WCE,BRL,92,76
Sat 22 Mar 7:10pm,Marvel Stadium,36614,R1,2008,STK,SYD,51,49
Sun 23 Mar 1:10pm,Marvel Stadium,24835,R1,2008,WBD,ADE,126,123
Sun 23 Mar 4:40pm,MCG,40141,R1,2008,HAW,MEL,154,50
Mon 24 Mar 2:10pm,Marvel Stadium,48100,R1,2008,NTH,ESS,67,122
Fri 28 Mar 7:40pm,Gabba,33867,R2,2008,BRL,COL,96,94
Sat 29 Mar 2:10pm,MCG,27821,R2,2008,MEL,WBD,66,161
Sat 29 Mar 2:40pm,AAMI Stadium,38162,R2,2008,ADE,WCE,133,57
Sat 29 Mar 5:40pm,Domain Stadium,38022,R2,2008,FRE,HAW,97,112
Sat 29 Mar 7:10pm,Marvel Stadium,43396,R2,2008,STK,CAR,125,85
Sun 30 Mar 1:10pm,SCG,24761,R2,2008,SYD,POR,146,78
Sun 30 Mar 2:10pm,Marvel Stadium,50636,R2,2008,GEE,ESS,150,51
Sun 30 Mar 4:40pm,MCG,39292,R2,2008,RCH,NTH,86,127
Fri 4 Apr 7:40pm,Marvel Stadium,38667,R3,2008,WBD,STK,125,87
Sat 5 Apr 2:10pm,Marvel Stadium,39816,R3,2008,NTH,HAW,86,102
Sat 5 Apr 2:10pm,Domain Stadium,39027,R3,2008,WCE,FRE,73,87
Sat 5 Apr 7:10pm,Gabba,29061,R3,2008,BRL,SYD,71,88
Sat 5 Apr 7:10pm,MCG,64388,R3,2008,ESS,CAR,150,134
Sun 6 Apr 1:10pm,GMHBA Stadium,23969,R3,2008,GEE,MEL,112,82
Sun 6 Apr 2:10pm,MCG,70802,R3,2008,RCH,COL,78,122
Sun 6 Apr 4:10pm,AAMI Stadium,45524,R3,2008,ADE,POR,85,79
Fri 11 Apr 7:40pm,Marvel Stadium,47641,R4,2008,ESS,WBD,98,128
Sat 12 Apr 2:10pm,Marvel Stadium,44368,R4,2008,STK,GEE,94,136
Sat 12 Apr 4:10pm,Heritage Bank Stadium,23427,R4,2008,NTH,MEL,127,79
Sat 12 Apr 7:10pm,AAMI Stadium,25205,R4,2008,POR,BRL,104,124
Sat 12 Apr 7:10pm,Accor Stadium,44235,R4,2008,SYD,WCE,107,45
Sun 13 Apr 1:10pm,UTAS Stadium,15124,R4,2008,HAW,ADE,114,70
Sun 13 Apr 2:10pm,MCG,77873,R4,2008,CAR,COL,111,88
Sun 13 Apr 2:40pm,Domain Stadium,37541,R4,2008,FRE,RCH,73,137
Fri 18 Apr 7:40pm,Marvel Stadium,46792,R5,2008,STK,ESS,123,87
Sat 19 Apr 2:10pm,GMHBA Stadium,24368,R5,2008,GEE,SYD,114,72
Sat 19 Apr 2:40pm,AAMI Stadium,39554,R5,2008,ADE,FRE,88,71
Sat 19 Apr 7:10pm,Gabba,30019,R5,2008,BRL,HAW,118,130
Sat 19 Apr 7:10pm,MCG,51990,R5,2008,COL,NTH,105,112
Sun 20 Apr 1:10pm,MCG,44759,R5,2008,MEL,CAR,68,101
Sun 20 Apr 2:10pm,Marvel Stadium,37767,R5,2008,WBD,RCH,130,130
Sun 20 Apr 2:40pm,Domain Stadium,38302,R5,2008,WCE,POR,104,128
Fri 25 Apr 2:40pm,MCG,88999,R6,2008,COL,ESS,154,81
Fri 25 Apr 6:40pm,Domain Stadium,38022,R6,2008,FRE,GEE,88,89
Sat 26 Apr 2:10pm,MCG,41033,R6,2008,CAR,ADE,81,111
Sat 26 Apr 7:10pm,AAMI Stadium,20517,R6,2008,POR,STK,82,61
Sat 26 Apr 7:10pm,Marvel Stadium,29927,R6,2008,WBD,WCE,134,74
Sun 27 Apr 1:10pm,Gabba,22878,R6,2008,BRL,MEL,137,85
Sun 27 Apr 2:10pm,Marvel Stadium,28392,R6,2008,NTH,SYD,64,64
Sun 27 Apr 4:40pm,MCG,46076,R6,2008,HAW,RCH,106,94
Fri 2 May 6:40pm,Domain Stadium,41254,R7,2008,WCE,CAR,74,111
Sat 3 May 2:10pm,MCG,76048,R7,2008,HAW,COL,154,89
Sat 3 May 2:10pm,GMHBA Stadium,23388,R7,2008,GEE,BRL,105,78
Sat 3 May 7:10pm,AAMI Stadium,41898,R7,2008,ADE,NTH,107,74
Sat 3 May 7:10pm,Marvel Stadium,40585,R7,2008,RCH,STK,107,110
Sun 4 May 1:10pm,SCG,29018,R7,2008,SYD,WBD,94,112
Sun 4 May 2:10pm,MCG,19423,R7,2008,MEL,FRE,119,113
Sun 4 May 4:40pm,Marvel Stadium,28049,R7,2008,ESS,POR,94,158
Fri 16 May 7:40pm,Marvel Stadium,48417,R8,2008,STK,COL,94,103
Sat 17 May 2:10pm,MCG,37275,R8,2008,RCH,GEE,69,99
Sat 17 May 2:10pm,UTAS Stadium,15682,R8,2008,HAW,POR,117,102
Sat 17 May 7:10pm,Heritage Bank Stadium,6354,R8,2008,NTH,WCE,89,83
Sat 17 May 7:10pm,Marvel Stadium,38675,R8,2008,CAR,BRL,92,125
Sun 18 May 12:40pm,AAMI Stadium,35649,R8,2008,ADE,MEL,150,74
Sun 18 May 2:10pm,Accor Stadium,34904,R8,2008,SYD,ESS,143,52
Sun 18 May 2:40pm,Domain Stadium,35624,R8,2008,FRE,WBD,111,114
Fri 23 May 7:40pm,MCG,78206,R9,2008,COL,GEE,134,48
Sat 24 May 2:10pm,Marvel Stadium,28955,R9,2008,CAR,FRE,97,88
Sat 24 May 2:40pm,AAMI Stadium,25013,R9,2008,POR,SYD,94,105
Sat 24 May 5:40pm,Domain Stadium,35348,R9,2008,WCE,ADE,97,47
Sat 24 May 7:40pm,MCG,60333,R9,2008,ESS,RCH,72,110
Sun 25 May 1:10pm,Gabba,27566,R9,2008,BRL,STK,141,95
Sun 25 May 2:10pm,MCG,41341,R9,2008,MEL,HAW,78,97
Sun 25 May 4:40pm,Marvel Stadium,34971,R9,2008,WBD,NTH,110,113
Fri 30 May 7:40pm,AAMI Stadium,41897,R10,2008,ADE,ESS,74,69
Sat 31 May 2:10pm,UTAS Stadium,19378,R10,2008,HAW,WBD,74,106
Sat 31 May 2:10pm,MCG,52968,R10,2008,COL,WCE,173,73
Sat 31 May 7:10pm,Gabba,22118,R10,2008,BRL,NTH,129,98
Sat 31 May 7:10pm,Marvel Stadium,46231,R10,2008,GEE,CAR,133,77
Sun 1 Jun 1:10pm,SCG,26852,R10,2008,SYD,RCH,139,57
Sun 1 Jun 2:10pm,Marvel Stadium,27854,R10,2008,STK,MEL,129,50
Sun 1 Jun 2:40pm,Domain Stadium,34236,R10,2008,FRE,POR,75,103
Fri 6 Jun 7:40pm,Marvel Stadium,38373,R11,2008,NTH,GEE,114,127
Sat 7 Jun 2:10pm,MCG,32767,R11,2008,RCH,ADE,96,146
Sat 7 Jun 5:40pm,Domain Stadium,38802,R11,2008,WCE,SYD,78,83
Sat 7 Jun 7:10pm,Marvel Stadium,46377,R11,2008,ESS,HAW,79,130
Sun 8 Jun 1:10pm,Gabba,24506,R11,2008,BRL,FRE,96,74
Sun 8 Jun 2:10pm,Marvel Stadium,38914,R11,2008,STK,WBD,79,106
Sun 8 Jun 4:10pm,AAMI Stadium,29240,R11,2008,POR,CAR,63,75
Mon 9 Jun 2:10pm,MCG,59548,R11,2008,MEL,COL,95,116
Fri 13 Jun 7:40pm,Marvel Stadium,33386,R12,2008,ESS,WCE,113,91
Sat 14 Jun 2:10pm,MCG,39320,R12,2008,WBD,BRL,131,68
Sat 14 Jun 2:10pm,Domain Stadium,34105,R12,2008,FRE,NTH,120,67
Sat 14 Jun 7:10pm,AAMI Stadium,44559,R12,2008,ADE,HAW,72,76
Sat 14 Jun 7:10pm,SCG,25996,R12,2008,SYD,STK,102,67
Sun 15 Jun 1:10pm,GMHBA Stadium,21642,R12,2008,GEE,POR,108,49
Sun 15 Jun 2:10pm,MCG,80310,R12,2008,COL,CAR,89,119
Sun 15 Jun 4:40pm,Marvel Stadium,27348,R12,2008,RCH,MEL,116,94
Fri 20 Jun 7:40pm,Marvel Stadium,22440,R13,2008,STK,FRE,65,57
Sat 21 Jun 2:10pm,MCG,42508,R13,2008,HAW,NTH,76,103
Sat 21 Jun 2:40pm,AAMI Stadium,20923,R13,2008,POR,RCH,123,127
Sat 21 Jun 5:40pm,Domain Stadium,38414,R13,2008,WCE,GEE,47,182
Sat 21 Jun 7:10pm,Gabba,29964,R13,2008,BRL,ADE,83,70
Sun 22 Jun 1:10pm,Manuka Oval,11437,R13,2008,MEL,SYD,74,114
Sun 22 Jun 2:10pm,MCG,59177,R13,2008,CAR,ESS,101,136
Sun 22 Jun 4:40pm,Marvel Stadium,44885,R13,2008,COL,WBD,89,99
Fri 27 Jun 7:40pm,MCG,29138,R14,2008,HAW,WCE,126,69
Sat 28 Jun 2:10pm,MCG,73503,R14,2008,RCH,CAR,88,118
Sat 28 Jun 7:10pm,Heritage Bank Stadium,9128,R14,2008,NTH,STK,69,84
Sat 28 Jun 7:10pm,TIO Stadium,11373,R14,2008,WBD,POR,135,81
Sun 29 Jun 1:10pm,MCG,23278,R14,2008,MEL,BRL,93,92
Sun 29 Jun 2:40pm,Domain Stadium,34239,R14,2008,FRE,ESS,91,95
Fri 4 Jul 7:40pm,AAMI Stadium,44377,R14,2008,ADE,GEE,56,124
Sat 5 Jul 7:10pm,Accor Stadium,59202,R14,2008,SYD,COL,50,79
Fri 11 Jul 7:40pm,MCG,55658,R15,2008,CAR,STK,87,119
Sat 12 Jul 2:10pm,MCG,52592,R15,2008,COL,ADE,106,74
Sat 12 Jul 2:10pm,GMHBA Stadium,21286,R15,2008,GEE,FRE,118,44
Sat 12 Jul 7:10pm,AAMI Stadium,19851,R15,2008,POR,NTH,74,76
Sat 12 Jul 7:10pm,Marvel Stadium,40053,R15,2008,ESS,BRL,155,118
Sun 13 Jul 1:10pm,MCG,49529,R15,2008,HAW,SYD,106,75
Sun 13 Jul 2:10pm,Marvel Stadium,27446,R15,2008,WBD,MEL,95,64
Sun 13 Jul 2:40pm,Domain Stadium,37085,R15,2008,WCE,RCH,75,152
Fri 18 Jul 7:40pm,Marvel Stadium,46610,R16,2008,NTH,COL,114,96
Sat 19 Jul 2:10pm,GMHBA Stadium,24801,R16,2008,GEE,WBD,131,70
Sat 19 Jul 2:10pm,MCG,56746,R16,2008,RCH,ESS,108,104
Sat 19 Jul 7:10pm,Marvel Stadium,41886,R16,2008,STK,HAW,119,89
Sat 19 Jul 7:10pm,Gabba,27784,R16,2008,BRL,WCE,113,67
Sun 20 Jul 1:10pm,Marvel Stadium,38401,R16,2008,CAR,SYD,119,121
Sun 20 Jul 2:40pm,Domain Stadium,31638,R16,2008,FRE,MEL,114,68
Sun 20 Jul 2:40pm,AAMI Stadium,31662,R16,2008,POR,ADE,92,80
Fri 25 Jul 7:40pm,MCG,86179,R17,2008,HAW,GEE,77,88
Sat 26 Jul 2:10pm,MCG,64785,R17,2008,ESS,COL,128,80
Sat 26 Jul 2:10pm,Domain Stadium,34037,R17,2008,WCE,STK,103,86
Sat 26 Jul 7:10pm,Marvel Stadium,31275,R17,2008,RCH,BRL,117,114
Sat 26 Jul 7:10pm,SCG,26260,R17,2008,SYD,ADE,53,77
Sun 27 Jul 12:40pm,AAMI Stadium,19072,R17,2008,POR,FRE,101,129
Sun 27 Jul 2:10pm,MCG,21330,R17,2008,MEL,NTH,70,98
Sun 27 Jul 4:40pm,Marvel Stadium,37879,R17,2008,WBD,CAR,98,126
Fri 1 Aug 7:40pm,MCG,58307,R18,2008,COL,HAW,62,116
Sat 2 Aug 2:10pm,MCG,46334,R18,2008,ESS,MEL,124,108
Sat 2 Aug 2:40pm,AAMI Stadium,40730,R18,2008,ADE,CAR,94,86
Sat 2 Aug 7:10pm,Marvel Stadium,42238,R18,2008,GEE,RCH,134,71
Sat 2 Aug 7:10pm,Heritage Bank Stadium,10037,R18,2008,NTH,BRL,92,84
Sun 3 Aug 1:10pm,Manuka Oval,13550,R18,2008,WBD,SYD,113,97
Sun 3 Aug 2:10pm,Marvel Stadium,22878,R18,2008,STK,POR,101,93
Sun 3 Aug 2:40pm,Domain Stadium,42096,R18,2008,FRE,WCE,116,83
Fri 8 Aug 7:10pm,MCG,34610,R19,2008,MEL,GEE,41,157
Sat 9 Aug 2:10pm,UTAS Stadium,19929,R19,2008,HAW,BRL,110,41
Sat 9 Aug 2:10pm,Marvel Stadium,29696,R19,2008,CAR,POR,132,66
Sat 9 Aug 7:10pm,SCG,20846,R19,2008,SYD,FRE,112,108
Sat 9 Aug 7:10pm,MCG,52135,R19,2008,COL,STK,97,83
Sun 10 Aug 1:10pm,Marvel Stadium,31957,R19,2008,NTH,WBD,136,116
Sun 10 Aug 2:40pm,Domain Stadium,35288,R19,2008,WCE,ESS,113,103
Sun 10 Aug 2:40pm,AAMI Stadium,37562,R19,2008,ADE,RCH,108,45
Fri 15 Aug 7:40pm,AAMI Stadium,23694,R20,2008,POR,COL,75,106
Sat 16 Aug 2:10pm,MCG,17958,R20,2008,MEL,WCE,79,45
Sat 16 Aug 2:10pm,Marvel Stadium,32184,R20,2008,ESS,ADE,73,129
Sat 16 Aug 7:10pm,Accor Stadium,44955,R20,2008,SYD,GEE,94,133
Sat 16 Aug 7:10pm,Gabba,27315,R20,2008,BRL,WBD,90,79
Sun 17 Aug 1:10pm,MCG,44523,R20,2008,RCH,HAW,105,76
Sun 17 Aug 2:10pm,Marvel Stadium,43406,R20,2008,CAR,NTH,90,141
Sun 17 Aug 2:40pm,Domain Stadium,34014,R20,2008,FRE,STK,69,112
Fri 22 Aug 7:40pm,Marvel Stadium,37294,R21,2008,WBD,ESS,151,105
Sat 23 Aug 2:10pm,MCG,24881,R21,2008,RCH,FRE,105,98
Sat 23 Aug 2:40pm,AAMI Stadium,18875,R21,2008,POR,MEL,129,51
Sat 23 Aug 7:10pm,Gabba,34327,R21,2008,BRL,CAR,109,115
Sat 23 Aug 7:10pm,Marvel Stadium,45570,R21,2008,COL,SYD,118,73
Sun 24 Aug 1:10pm,GMHBA Stadium,24288,R21,2008,GEE,NTH,115,82
Sun 24 Aug 2:10pm,Marvel Stadium,33811,R21,2008,STK,ADE,95,47
Sun 24 Aug 2:40pm,Domain Stadium,37040,R21,2008,WCE,HAW,62,133
