Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Sat 24 Mar 7:20pm,Accor Stadium,38203,R1,2012,GWS,SYD,37,100
Thu 29 Mar 7:40pm,MCG,78285,R1,2012,RCH,CAR,81,125
Fri 30 Mar 7:50pm,MCG,78464,R1,2012,HAW,COL,137,115
Sat 31 Mar 1:40pm,MCG,33473,R1,2012,MEL,BRL,78,119
Sat 31 Mar 3:40pm,Heritage Bank Stadium,12790,R1,2012,GCS,ADE,68,137
Sat 31 Mar 4:40pm,Domain Stadium,34601,R1,2012,FRE,GEE,105,101
Sat 31 Mar 7:40pm,Marvel Stadium,45818,R1,2012,NTH,ESS,102,104
Sun 1 Apr 1:10pm,Marvel Stadium,24977,R1,2012,WBD,WCE,87,136
Sun 1 Apr 4:10pm,AAMI Stadium,21179,R1,2012,POR,STK,89,85
Thu 5 Apr 7:40pm,Gabba,25913,R2,2012,BRL,CAR,63,154
Sat 7 Apr 1:45pm,Marvel Stadium,34118,R2,2012,ESS,POR,111,86
Sat 7 Apr 2:10pm,SCG,22242,R2,2012,SYD,FRE,94,81
Sat 7 Apr 2:40pm,Domain Stadium,35674,R2,2012,WCE,MEL,166,58
Sat 7 Apr 7:10pm,AAMI Stadium,34021,R2,2012,ADE,WBD,82,64
Sat 7 Apr 7:40pm,MCG,57268,R2,2012,COL,RCH,85,64
Sun 8 Apr 1:10pm,Blundstone Arena,11127,R2,2012,NTH,GWS,183,54
Sun 8 Apr 4:40pm,Marvel Stadium,21078,R2,2012,STK,GCS,139,47
Mon 9 Apr 3:10pm,MCG,69231,R2,2012,GEE,HAW,92,90
Fri 13 Apr 7:50pm,MCG,84259,R3,2012,CAR,COL,122,62
Sat 14 Apr 1:40pm,AAMI Stadium,19032,R3,2012,POR,SYD,83,105
Sat 14 Apr 1:45pm,MCG,49826,R3,2012,RCH,MEL,133,74
Sat 14 Apr 2:40pm,Domain Stadium,33473,R3,2012,FRE,BRL,64,35
Sat 14 Apr 7:40pm,Marvel Stadium,28971,R3,2012,WBD,STK,40,103
Sat 14 Apr 7:40pm,Heritage Bank Stadium,17069,R3,2012,GCS,ESS,88,105
Sun 15 Apr 1:10pm,Blacktown International,6875,R3,2012,GWS,WCE,69,150
Sun 15 Apr 3:15pm,MCG,33524,R3,2012,HAW,ADE,140,84
Sun 15 Apr 4:40pm,Marvel Stadium,29630,R3,2012,NTH,GEE,131,114
Fri 20 Apr 7:50pm,Marvel Stadium,30172,R4,2012,STK,FRE,79,92
Sat 21 Apr 1:45pm,MCG,73172,R4,2012,CAR,ESS,79,109
Sat 21 Apr 2:10pm,Marvel Stadium,30741,R4,2012,COL,POR,97,73
Sat 21 Apr 4:10pm,AAMI Stadium,28261,R4,2012,ADE,GWS,96,50
Sat 21 Apr 5:40pm,Domain Stadium,40080,R4,2012,WCE,HAW,51,46
Sat 21 Apr 7:40pm,Gabba,21980,R4,2012,BRL,GCS,111,46
Sun 22 Apr 1:10pm,GMHBA Stadium,21952,R4,2012,GEE,RCH,75,65
Sun 22 Apr 3:15pm,SCG,21049,R4,2012,SYD,NTH,113,77
Sun 22 Apr 4:40pm,MCG,33565,R4,2012,MEL,WBD,67,88
Wed 25 Apr 2:40pm,MCG,86932,R5,2012,COL,ESS,80,79
Fri 27 Apr 6:40pm,Domain Stadium,38847,R5,2012,FRE,CAR,57,65
Sat 28 Apr 2:10pm,Manuka Oval,9128,R5,2012,GWS,WBD,62,104
Sat 28 Apr 4:40pm,Marvel Stadium,17680,R5,2012,NTH,GCS,127,93
Sat 28 Apr 7:40pm,MCG,24798,R5,2012,MEL,STK,66,84
Sat 28 Apr 7:40pm,Gabba,15528,R5,2012,BRL,GEE,41,79
Sun 29 Apr 1:10pm,UTAS Stadium,19217,R5,2012,HAW,SYD,69,106
Sun 29 Apr 3:15pm,Marvel Stadium,28464,R5,2012,RCH,WCE,97,107
Sun 29 Apr 4:10pm,AAMI Stadium,41649,R5,2012,ADE,POR,110,91
Fri 4 May 7:50pm,Marvel Stadium,38155,R6,2012,WBD,COL,77,98
Sat 5 May 1:40pm,Marvel Stadium,36361,R6,2012,ESS,BRL,129,62
Sat 5 May 1:45pm,GMHBA Stadium,18010,R6,2012,GEE,MEL,119,76
Sat 5 May 4:40pm,Heritage Bank Stadium,11670,R6,2012,GCS,FRE,87,94
Sat 5 May 7:40pm,MCG,42289,R6,2012,STK,HAW,88,123
Sat 5 May 7:40pm,SCG,23969,R6,2012,SYD,ADE,94,99
Sun 6 May 1:10pm,Marvel Stadium,28213,R6,2012,CAR,GWS,110,43
Sun 6 May 2:40pm,Domain Stadium,37202,R6,2012,WCE,NTH,120,95
Sun 6 May 2:45pm,AAMI Stadium,18522,R6,2012,POR,RCH,54,91
Fri 11 May 7:50pm,MCG,36430,R7,2012,MEL,HAW,49,115
Sat 12 May 1:15pm,AAMI Stadium,35535,R7,2012,ADE,GEE,122,72
Sat 12 May 1:40pm,Manuka Oval,8603,R7,2012,GWS,GCS,94,67
Sat 12 May 4:40pm,MCG,40352,R7,2012,RCH,SYD,91,62
Sat 12 May 7:40pm,Marvel Stadium,43260,R7,2012,ESS,WCE,113,52
