Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Baker, Oskar",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bontempelli, Marcus",-,1,-,1,1,2,-,1,-,-,-,-,-,2,8.0
"Bruce, Josh",-,1,-,-,-,,,,,,,,-,,1.0
"Crozier, Hayden",,-,-,-,,,,,,,,,,,
"Dale, Bailey",1,-,-,-,-,-,-,1,-,-,-,-,-,1,3.0
"Daniel, Caleb",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Darcy, Sam",1,1,,,,,,,,,,,,,2.0
"Duryea, Taylor",-,-,,,-,-,1,-,1,-,-,-,-,-,2.0
"English, Tim",2,2,2,2,-,-,-,2,1,-,-,6,1,2,20.0
"Garcia, Riley",,-,-,,,,,,,,,,,,
"Gardner, Ryan",,,,,,,,-,-,1,-,-,,,1.0
"Hannan, Mitch",-,,,-,-,,,,,,-,,,-,
"Johannisen, Jason",-,,-,-,-,-,-,1,1,-,,,,,2.0
"Jones, Arthur",,,-,-,-,-,-,1,-,-,-,-,-,,1.0
"Jones, Liam",-,3,1,-,-,3,1,-,1,1,2,-,1,-,13.0
"Keath, Alex",-,1,1,-,,1,-,1,-,,,,1,2,7.0
"Liberatore, Tom",-,-,-,-,-,-,,-,-,-,-,1,-,-,1.0
"Lobb, Rory",2,,1,-,1,1,1,-,1,-,1,-,-,-,8.0
"Macrae, Jack",-,-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"McComb, Robbie",,-,1,-,,,,,,,,,,,1.0
"McLean, Toby",-,-,,,-,-,-,,,,,,,,
"McNeil, Lachlan",,,,,,-,-,-,-,-,-,-,,-,
"Naughton, Aaron",3,1,2,2,2,-,2,2,1,2,2,2,1,-,22.0
"OBrien, Tim",,,,,-,1,-,,,-,-,-,,-,1.0
"ODonnell, James",,,,,,,,,-,-,-,1,-,,1.0
"Richards, Ed",-,-,-,-,-,-,-,1,-,1,-,1,,,3.0
"Scott, Anthony",-,-,-,-,-,1,-,1,1,-,-,-,-,-,3.0
"Smith, Bailey",-,1,-,-,,,-,-,-,-,-,-,-,-,1.0
"Treloar, Adam",-,,-,-,-,-,-,-,,,,-,-,-,
"Ugle-Hagan, Jamarra",-,1,1,1,1,3,-,-,1,-,-,1,2,3,14.0
"Vandermeer, Laitham",,,,,,,,,,,,,-,-,
"Weightman, Cody",,,,,2,1,-,1,-,1,-,-,1,2,8.0
"West, Rhylee",,-,,,,,,,,,,,-,-,
"Williams, Bailey",-,-,1,-,-,-,-,-,1,1,-,1,-,-,4.0
Totals,9,12,10,6,7,14,5,12,9,7,5,13,7,12,128.0
Opponent,ME,SK,BL,RI,PA,FR,HW,GW,CA,AD,GC,GE,PA,NM,
