Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Baker, Oskar",10,8,17,14,6,10,16,7,10,18,10,17,3,11,157.0
"Bontempelli, Marcus",13,13,16,10,12,16,13,20,16,12,16,18,16,16,207.0
"Bruce, Josh",8,10,6,6,4,,,,,,,,4,,38.0
"Crozier, Hayden",,16,6,4,,,,,,,,,,,26.0
"Dale, Bailey",15,12,14,21,10,10,19,14,20,26,15,22,22,18,238.0
"Daniel, Caleb",17,13,10,14,12,6,14,11,13,12,16,21,17,12,188.0
"Darcy, Sam",5,1,,,,,,,,,,,,,6.0
"Duryea, Taylor",5,15,,,6,8,7,10,9,8,7,9,6,5,95.0
"English, Tim",12,11,11,17,17,14,7,14,6,11,11,14,5,12,162.0
"Garcia, Riley",,5,4,,,,,,,,,,,,9.0
"Gardner, Ryan",,,,,,,,11,2,6,8,8,,,35.0
"Hannan, Mitch",3,,,5,4,,,,,,2,,,10,24.0
"Johannisen, Jason",3,,14,16,18,15,17,14,23,8,,,,,128.0
"Jones, Arthur",,,3,5,4,5,5,5,5,4,3,3,-,,42.0
"Jones, Liam",1,10,9,6,12,8,8,8,8,4,14,3,5,-,96.0
"Keath, Alex",5,13,11,2,,5,5,6,7,,,,10,7,71.0
"Liberatore, Tom",13,9,13,14,10,8,,13,15,14,10,16,19,14,168.0
"Lobb, Rory",2,,3,10,5,11,4,5,5,2,5,3,6,4,65.0
"Macrae, Jack",14,7,17,12,10,12,7,15,8,15,15,13,15,9,169.0
"McComb, Robbie",,1,1,5,,,,,,,,,,,7.0
"McLean, Toby",1,3,,,-,2,-,,,,,,,,6.0
"McNeil, Lachlan",,,,,,2,4,-,-,1,3,1,,4,15.0
"Naughton, Aaron",9,9,9,6,6,7,9,7,7,12,7,4,4,7,103.0
"OBrien, Tim",,,,,13,8,11,,,5,13,9,,4,63.0
"ODonnell, James",,,,,,,,,1,2,6,5,4,,18.0
"Richards, Ed",21,14,19,18,19,8,14,15,20,11,12,7,,,178.0
"Scott, Anthony",7,6,8,9,4,3,6,7,6,6,6,4,7,7,86.0
"Smith, Bailey",19,18,9,15,,,13,14,20,18,8,14,15,4,167.0
"Treloar, Adam",11,,15,12,14,16,8,10,,,,11,9,15,121.0
"Ugle-Hagan, Jamarra",6,5,5,9,4,11,4,7,9,8,11,10,8,10,107.0
"Vandermeer, Laitham",,,,,,,,,,,,,9,6,15.0
"Weightman, Cody",,,,,11,7,1,3,8,9,9,8,10,13,79.0
"West, Rhylee",,1,,,,,,,,,,,4,6,11.0
"Williams, Bailey",8,10,11,9,3,15,12,7,14,13,8,9,15,10,144.0
Totals,208,210,231,239,204,207,204,223,232,225,215,229,213,204,3044.0
Opponent,ME,SK,BL,RI,PA,FR,HW,GW,CA,AD,GC,GE,PA,NM,
