Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Bergman, Miller",1,-,1,,,,,2,-,-,2,1,2,1,10.0
"Bonar, Aiden",1,,,2,,,,,,,,,,,3.0
"Coleman-Jones, Callum",,,,,,,3,,,3,6,4,5,1,22.0
"Comben, Charlie",3,9,2,2,2,4,-,,,,,,,,22.0
"Corr, Aidan",,4,1,1,3,2,1,4,1,,,,1,1,19.0
"Cunnington, Ben",4,4,3,1,5,7,2,-,,,,,,,26.0
"Curtis, Paul",2,3,5,2,,1,-,1,3,2,-,,4,2,25.0
"Davies-Uniacke, Luke",1,3,,3,3,3,,9,2,,,,,,24.0
"Drury, Blake",,,,,,,,-,3,2,,,,,5.0
"Ford, Eddie",,,,,,,,,,2,-,1,2,1,6.0
"Goater, Josh",1,3,1,,,,,,,,,,,,5.0
"Goldstein, Todd",,4,3,1,3,4,3,1,8,7,1,2,1,1,39.0
"Greenwood, Hugh",1,5,2,1,3,,,,4,4,3,1,,6,30.0
"Hall, Aaron",,,,,,2,3,,,3,2,4,-,,14.0
"Howe, Daniel",,4,1,2,3,3,-,,,1,7,,,,21.0
"Larkey, Nick",-,-,1,2,2,1,2,4,3,2,2,2,1,3,25.0
"Lazzaro, Charlie",,,,,,,,-,,,1,,,,1.0
"Logue, Griffin",3,1,3,,-,-,-,3,1,1,2,3,2,4,23.0
"Mahony, Jack",,,,,,,,2,1,,,,,,3.0
"McDonald, Luke",5,3,4,1,5,1,1,-,2,2,2,-,2,3,31.0
"McKay, Ben",,,,,-,3,1,5,-,2,1,1,2,6,21.0
"Perez, Flynn",,,,,,,,3,3,,,,,,6.0
"Phillips, Will",1,,2,3,2,2,,,,-,3,1,3,4,21.0
"Powell, Tom",6,3,6,4,3,3,4,,,1,2,2,4,2,40.0
"Scott, Bailey",2,3,3,2,2,3,5,1,1,2,5,1,5,2,37.0
"Sheezel, Harry",5,6,6,1,8,2,2,4,6,2,2,3,3,4,54.0
"Shiels, Liam",4,2,4,5,4,1,7,4,2,3,,-,5,-,41.0
"Simpkin, Jy",6,5,,5,-,,5,1,7,5,7,-,,3,44.0
"Spicer, Phoenix",,,,,,,,,1,1,-,2,2,1,7.0
"Stephenson, Jaidyn",3,1,-,3,1,1,5,4,3,-,1,3,2,3,30.0
"Taylor, Curtis",3,4,2,3,3,2,3,1,2,,,,,,23.0
"Thomas, Tarryn",,,,,,,,,,,,2,1,5,8.0
"Tucker, Darcy",,,1,2,5,2,4,2,-,,,4,2,,22.0
"Turner, Kayne",1,-,-,1,-,1,1,,,,,,,,4.0
"Wardlaw, George",,,,,,,,,,3,2,5,6,1,17.0
"Xerri, Tristan",-,,,,,,,,,,,,,,
"Ziebell, Jack",-,1,2,7,3,2,1,2,6,2,6,4,4,-,40.0
"Zurhaar, Cameron",1,5,4,7,5,4,3,8,3,,2,2,2,3,49.0
Totals,54,73,57,61,65,54,56,61,62,50,59,48,61,57,818.0
Opponent,WC,FR,HW,CA,BL,GC,ME,SK,PA,SY,CW,ES,GW,WB,
