Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Adams, Taylor",3,6,-,3,8,,6,2,4,2,7,4,3,3,51.0
"Cameron, Darcy",3,4,2,,,,,,,3,2,5,3,6,28.0
"Carmichael, Josh",,,-,,,,,,,,,,,,
"Cox, Mason",1,-,,,,,,-,4,-,-,1,-,2,8.0
"Crisp, Jack",3,3,1,-,1,5,2,6,2,1,3,1,3,3,34.0
"Daicos, Josh",5,3,7,2,3,4,7,1,2,2,2,4,3,6,51.0
"Daicos, Nick",3,1,2,5,-,2,5,-,1,3,7,1,1,8,39.0
"Elliott, Jamie",-,-,-,-,-,-,-,-,-,1,1,,,1,3.0
"Frampton, Billy",,-,-,-,1,3,1,3,,,,-,-,,8.0
"Ginnivan, Jack",,,,,-,-,1,-,-,1,1,-,,,3.0
"Harrison, Harvey",,,,,,,,,,,,-,-,-,
"Hill, Bobby",1,-,-,2,-,-,-,-,-,-,-,1,1,-,5.0
"Hoskin-Elliott, Will",3,1,1,-,-,-,-,-,1,-,-,1,-,3,10.0
"Howe, Jeremy",-,,,,,,,,,,,,,-,
"Johnson, Ash",,,-,1,1,-,-,-,-,-,-,-,-,-,2.0
"Kelly, Will",,,,,,-,-,,,,,,,,
"Kreuger, Nathan",,,,,,-,-,,,,,,,,
"Lipinski, Patrick",,,,,,,,,,,,,2,1,3.0
"Markov, Oleg",,,,-,1,1,2,-,-,-,-,-,1,-,5.0
"Maynard, Brayden",-,-,-,1,1,1,-,1,1,-,-,1,-,-,6.0
"McCreery, Beau",1,-,-,1,-,-,1,-,-,-,1,-,-,-,4.0
"McInnes, Reef",-,-,,-,,,,,-,,,,-,,
"McStay, Daniel",-,-,1,6,-,,,,,,,,,,7.0
"Mihocek, Brody",-,-,-,-,1,-,-,-,1,-,-,-,-,-,2.0
"Mitchell, Tom",10,8,5,2,6,6,7,4,4,8,2,4,5,3,74.0
"Moore, Darcy",-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Murphy, Nathan",-,-,-,1,-,,-,-,-,-,-,-,-,-,1.0
"Noble, John",-,1,-,-,2,-,2,3,1,1,-,2,1,2,15.0
"Pendlebury, Scott",4,6,4,5,5,3,,5,-,2,1,4,6,3,48.0
"Quaynor, Isaac",-,-,1,2,-,1,-,2,-,-,1,1,-,-,8.0
"Ruscoe, Trey",,,,,,-,,,,,,,,,
"Sidebottom, Steele",2,3,4,-,1,3,2,2,2,1,-,,,,20.0
"Wilson, Tom",,,,,-,,,,,,,,,,
"de Goey, Jordan",4,3,9,6,,7,10,6,7,5,5,2,,,64.0
Totals,43,39,37,37,31,36,46,35,30,30,33,33,29,41,500.0
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,AD,
