Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Bowey, Jake",3,2,4,4,4,4,4,4,2,1,2,4,,,38.0
"Brayshaw, Angus",10,6,9,4,3,7,4,1,4,-,3,5,4,4,64.0
"Brown, Ben",7,6,1,,,,,,,,,,,,14.0
"Chandler, Kade",8,6,5,4,1,3,8,1,3,2,3,6,4,2,56.0
"Fritsch, Bayley",,6,3,7,4,4,5,3,5,6,2,7,4,2,58.0
"Gawn, Max",6,-,,,,8,6,6,5,-,5,6,6,1,49.0
"Grundy, Brodie",1,-,5,3,3,1,3,3,2,2,4,2,5,5,39.0
"Harmes, James",3,-,,,,,-,1,,,2,-,,,6.0
"Hibberd, Michael",,,4,3,,5,3,,7,1,2,,3,4,32.0
"Hunter, Lachie",5,6,2,7,5,1,2,3,6,3,,3,8,3,54.0
"Jordon, James",,,8,1,2,4,4,2,1,1,1,,2,1,27.0
"Langdon, Ed",4,3,4,4,7,3,2,2,8,2,2,5,1,5,52.0
"Laurie, Bailey",1,,,,,1,,,,,,,,,2.0
"Lever, Jake",9,8,4,5,,10,5,2,5,3,2,7,1,5,66.0
"May, Steven",,,6,9,3,4,7,4,6,2,3,5,7,1,57.0
"McDonald, Tom",4,2,,6,3,,,,,3,3,,,,21.0
"McVee, Judd",3,2,3,3,1,6,2,3,2,-,-,6,2,3,36.0
"Melksham, Jake",2,1,2,,3,,,,,,,,,,8.0
"Neal-Bullen, Alex",6,6,4,1,2,5,6,1,7,-,1,2,3,4,48.0
"Oliver, Clayton",6,4,5,3,2,6,7,6,8,-,,,,,47.0
"Petracca, Christian",3,1,2,8,4,7,8,2,6,3,6,6,3,3,62.0
"Petty, Harry",6,-,3,4,7,4,,5,6,,,,,1,36.0
"Pickett, Kysaiah",7,,,3,-,2,2,1,4,1,5,-,3,1,29.0
"Rivers, Trent",9,3,7,3,5,3,5,6,3,3,3,6,6,6,68.0
"Salem, Christian",,,,,,,,,,3,2,3,10,1,19.0
"Schache, Josh",,,,,,,4,,,,,,,,4.0
"Smith, Joel",,,,,,,,,,,,4,6,3,13.0
"Spargo, Charlie",5,2,3,5,2,,,,4,2,2,2,2,-,29.0
"Sparrow, Tom",2,4,4,2,-,6,4,3,2,,5,1,3,4,40.0
"Tomlinson, Adam",7,1,,,5,,,,,,,3,10,,26.0
"Turner, Daniel",,,,,,,,3,,,,,,,3.0
"Viney, Jack",,-,1,4,5,6,-,2,4,1,1,2,3,1,30.0
"van Rooyen, Jacob",,,3,2,-,3,4,2,5,2,4,7,3,3,38.0
Totals,117,69,92,95,71,103,95,66,105,41,63,92,99,63,1171.0
Opponent,WB,BL,SY,WC,ES,RI,NM,GC,HW,PA,FR,CA,CW,GE,
