Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Amon, Karl",2,1,3,3,-,2,6,2,3,4,2,1,5,4,38.0
"Blanck, James",2,1,,,,,,,-,-,2,2,1,4,12.0
"Bramble, Lachlan",3,2,1,,,,,-,-,4,2,3,4,2,21.0
"Breust, Luke",-,4,3,4,7,3,1,,1,3,1,5,1,2,35.0
"Brockman, Tyler",,,1,-,4,1,2,2,,1,-,2,-,2,15.0
"Butler, Sam",,1,,,,,,,1,2,3,1,-,2,10.0
"Day, Will",3,2,1,2,,,4,5,8,4,7,-,4,1,41.0
"Frost, Sam",4,6,3,2,3,2,5,7,4,1,4,3,,3,47.0
"Grainger-Barras, Denver",,,,,2,1,,,,,,,,,3.0
"Greene, Fergus",3,2,4,1,3,-,2,2,,,,,,,17.0
"Hardwick, Blake",4,2,2,2,-,1,4,3,2,1,1,1,4,5,32.0
"Impey, Jarman",2,2,2,1,-,2,3,2,5,1,1,2,2,4,29.0
"Jiath, Changkuoth",5,4,3,4,3,3,3,,6,,,,,,31.0
"Koschitzke, Jacob",-,1,,,,,,,1,-,1,1,1,1,6.0
"Lewis, Mitch",,,,,,,1,1,2,5,3,2,4,3,21.0
"Long, Ned",,,,,3,1,,,,,,,,,4.0
"Lynch, Max",,,,,,-,,,,,,,,,
"Macdonald, Bailey",,,,,,,,,,,,-,,,
"Macdonald, Connor",1,2,1,2,2,4,,2,,1,-,1,3,1,20.0
"Mackenzie, Cam",-,3,3,6,1,4,,,-,2,2,1,3,3,28.0
"Maginness, Finn",3,4,1,1,,,,,,,,,,,9.0
"Meek, Lloyd",1,3,4,7,2,,,2,1,3,3,-,1,1,28.0
"Mitchell, Seamus",,,,,3,1,2,2,5,1,5,,1,5,25.0
"Moore, Dylan",2,1,1,3,5,1,3,2,2,3,1,3,3,4,34.0
"Morrison, Harry",,,3,4,4,3,3,5,3,,,,,,25.0
"Nash, Conor",2,3,6,3,9,5,2,1,2,2,2,2,2,7,48.0
"Newcombe, Jai",5,1,6,3,3,5,3,5,2,6,5,3,5,5,57.0
"Ramsden, Max",,,,,,,3,,,,,,,,3.0
"Reeves, Ned",2,2,2,2,2,1,6,2,,2,-,3,3,2,29.0
"Scrimshaw, Jack",,,3,-,,1,1,3,,,,1,2,5,16.0
"Sicily, James",5,2,5,2,2,9,3,4,2,6,6,,3,,49.0
"Ward, Josh",1,2,5,5,1,,1,-,,,,,,,15.0
"Weddle, Josh",,,,,,,-,1,1,4,2,4,1,1,14.0
"Wingard, Chad",2,,,2,1,2,1,4,1,,,,,,13.0
"Worpel, James",2,5,5,4,8,2,5,5,6,5,1,3,7,3,61.0
Totals,54,56,68,63,68,54,64,62,58,61,54,44,60,70,836.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,GC,
