Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Amon, Karl",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Blanck, James",-,-,,,,,,,-,-,-,-,-,-,
"Bramble, Lachlan",-,-,-,,,,,-,-,-,-,-,-,-,
"Breust, Luke",-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Brockman, Tyler",,,-,-,-,-,-,-,,-,-,-,-,-,
"Butler, Sam",,-,,,,,,,-,-,-,-,-,-,
"Day, Will",-,-,-,-,,,-,-,-,-,-,-,-,-,
"Frost, Sam",-,-,-,-,-,-,-,-,-,-,-,-,,-,
"Grainger-Barras, Denver",,,,,-,-,,,,,,,,,
"Greene, Fergus",-,-,-,-,-,-,-,-,,,,,,,
"Hardwick, Blake",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Impey, Jarman",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Jiath, Changkuoth",-,-,-,-,-,-,-,,-,,,,,,
"Koschitzke, Jacob",-,-,,,,,,,3,1,-,3,-,-,7.0
"Lewis, Mitch",,,,,,,-,-,-,-,-,-,-,-,
"Long, Ned",,,,,-,1,,,,,,,,,1.0
"Lynch, Max",,,,,,9,,,,,,,,,9.0
"Macdonald, Bailey",,,,,,,,,,,,-,,,
"Macdonald, Connor",-,-,-,-,-,-,,-,,-,-,-,-,-,
"Mackenzie, Cam",-,-,-,-,-,-,,,-,-,-,-,-,-,
"Maginness, Finn",-,-,-,-,,,,,,,,,,,
"Meek, Lloyd",12,19,7,7,15,,,24,20,31,13,5,18,11,182.0
"Mitchell, Seamus",,,,,-,-,-,-,-,-,-,,-,-,
"Moore, Dylan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Morrison, Harry",,,-,-,-,-,-,-,-,,,,,,
"Nash, Conor",-,1,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Newcombe, Jai",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ramsden, Max",,,,,,,9,,,,,,,,9.0
"Reeves, Ned",18,14,25,31,32,42,43,16,,32,29,31,18,15,346.0
"Scrimshaw, Jack",,,-,-,,-,-,-,,,,-,-,-,
"Sicily, James",-,-,-,-,-,-,-,-,-,-,-,,-,,
"Ward, Josh",-,-,-,-,-,,-,-,,,,,,,
"Weddle, Josh",,,,,,,-,-,-,-,-,-,-,-,
"Wingard, Chad",-,,,-,-,-,-,-,-,,,,,,
"Worpel, James",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,30,34,32,38,47,52,52,40,23,64,42,39,36,26,555.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,GC,
