Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Amon, Karl",-,-,-,-,2,-,-,1,-,-,-,-,-,-,3.0
"Blanck, James",-,-,,,,,,,-,-,-,-,-,-,
"Bramble, Lachlan",-,-,-,,,,,-,-,-,-,-,-,-,
"Breust, Luke",3,2,1,2,2,1,3,,1,3,4,6,-,2,30.0
"Brockman, Tyler",,,4,-,-,1,-,2,,2,2,2,1,-,14.0
"Butler, Sam",,-,,,,,,,-,-,-,-,-,-,
"Day, Will",-,-,1,1,,,1,-,-,2,-,-,-,-,5.0
"Frost, Sam",-,-,-,-,-,-,-,-,-,-,-,3,,-,3.0
"Grainger-Barras, Denver",,,,,-,-,,,,,,,,,
"Greene, Fergus",1,3,3,1,4,3,1,-,,,,,,,16.0
"Hardwick, Blake",3,-,-,-,-,-,-,-,-,-,-,1,-,-,4.0
"Impey, Jarman",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Jiath, Changkuoth",-,-,-,-,-,-,-,,-,,,,,,
"Koschitzke, Jacob",-,3,,,,,,,-,3,4,-,2,1,13.0
"Lewis, Mitch",,,,,,,5,2,2,6,4,2,4,2,27.0
"Long, Ned",,,,,-,1,,,,,,,,,1.0
"Lynch, Max",,,,,,-,,,,,,,,,
"Macdonald, Bailey",,,,,,,,,,,,-,,,
"Macdonald, Connor",-,1,-,-,-,1,,-,,-,1,-,1,-,4.0
"Mackenzie, Cam",-,-,1,1,-,-,,,-,-,-,-,-,-,2.0
"Maginness, Finn",-,-,-,1,,,,,,,,,,,1.0
"Meek, Lloyd",-,-,-,-,-,,,-,1,-,1,-,-,-,2.0
"Mitchell, Seamus",,,,,-,-,-,-,-,-,-,,-,-,
"Moore, Dylan",1,-,-,-,1,-,-,1,-,1,2,1,1,-,8.0
"Morrison, Harry",,,-,-,1,-,1,-,-,,,,,,2.0
"Nash, Conor",-,-,-,-,-,-,-,-,-,1,-,-,-,-,1.0
"Newcombe, Jai",-,-,2,-,-,-,-,1,-,-,-,-,-,-,3.0
"Ramsden, Max",,,,,,,1,,,,,,,,1.0
"Reeves, Ned",-,-,-,-,-,-,-,1,,-,-,-,-,-,1.0
"Scrimshaw, Jack",,,-,-,,-,-,1,,,,-,-,-,1.0
"Sicily, James",-,-,-,-,-,-,-,-,-,-,-,,-,,
"Ward, Josh",-,-,-,-,-,,-,-,,,,,,,
"Weddle, Josh",,,,,,,-,-,1,-,-,-,-,-,1.0
"Wingard, Chad",-,,,2,-,-,2,3,-,,,,,,7.0
"Worpel, James",-,-,2,-,-,-,-,-,-,-,-,-,1,-,3.0
Totals,8,9,14,8,10,7,14,12,5,18,18,15,10,5,153.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,GC,
