Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Howard, Dougal",2023,R2,stkilda,WB,17.0,13.0,4.0,0.0,0.0,9.0,1.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,92,-,2.0,9.0,0.0,
"Jones, Zak",2023,R2,stkilda,WB,,,,,,,,,,,,,,,,,,,,,,,,
"King, Max",2023,R2,stkilda,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall, Rowan",2023,R2,stkilda,WB,20.0,10.0,10.0,0.0,0.0,4.0,9.0,6.0,15.0,10.0,29.0,1.0,0.0,0.0,4.0,1.0,3.0,2.0,78,-,4.0,8.0,0.0,
"Membrey, Tim",2023,R2,stkilda,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Owens, Mitch",2023,R2,stkilda,WB,17.0,9.0,8.0,3.0,2.0,3.0,1.0,4.0,7.0,9.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,88,-,0.0,0.0,1.0,
"Paton, Ben",2023,R2,stkilda,WB,21.0,14.0,7.0,0.0,0.0,7.0,0.0,2.0,6.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,79,-,1.0,5.0,1.0,
"Phillipou, Mattaes",2023,R2,stkilda,WB,7.0,4.0,3.0,3.0,0.0,3.0,1.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,80,-,2.0,2.0,0.0,
"Ross, Sebastian",2023,R2,stkilda,WB,24.0,17.0,7.0,0.0,0.0,5.0,8.0,3.0,9.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,2.0,71,-,1.0,3.0,0.0,
"Sharman, Cooper",2023,R2,stkilda,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Sinclair, Jack",2023,R2,stkilda,WB,33.0,22.0,11.0,0.0,0.0,5.0,0.0,2.0,9.0,20.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,86,-,2.0,0.0,3.0,
"Steele, Jack",2023,R2,stkilda,WB,29.0,15.0,14.0,1.0,0.0,5.0,6.0,6.0,7.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,79,-,4.0,2.0,0.0,
"Stocker, Liam",2023,R2,stkilda,WB,18.0,13.0,5.0,0.0,0.0,8.0,1.0,6.0,5.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,78,-,1.0,3.0,0.0,
"Wanganeen-Milera, Nasiah",2023,R2,stkilda,WB,19.0,15.0,4.0,0.0,0.0,6.0,0.0,2.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,80,-,1.0,3.0,1.0,
"Webster, Jimmy",2023,R2,stkilda,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Wilkie, Callum",2023,R2,stkilda,WB,17.0,11.0,6.0,0.0,0.0,9.0,0.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,100,-,4.0,6.0,1.0,
"Windhager, Marcus",2023,R2,stkilda,WB,4.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,On,1.0,0.0,0.0,
"Wood, Mason",2023,R2,stkilda,WB,24.0,15.0,9.0,1.0,2.0,7.0,1.0,3.0,6.0,17.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,89,-,4.0,1.0,0.0,
"Battle, Josh",2023,R3,stkilda,ES,14.0,10.0,4.0,0.0,0.0,10.0,0.0,1.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,95,-,2.0,5.0,0.0,
"Billings, Jack",2023,R3,stkilda,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Butler, Dan",2023,R3,stkilda,ES,13.0,11.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,73,-,1.0,0.0,1.0,
"Byrnes, Ryan",2023,R3,stkilda,ES,23.0,12.0,11.0,0.0,1.0,6.0,0.0,5.0,8.0,15.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,96,-,3.0,1.0,0.0,
"Bytel, Jack",2023,R3,stkilda,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Caminiti, Anthony",2023,R3,stkilda,ES,8.0,6.0,2.0,1.0,1.0,2.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,70,-,2.0,1.0,0.0,
"Clark, Hunter",2023,R3,stkilda,ES,21.0,7.0,14.0,0.0,0.0,2.0,3.0,3.0,10.0,11.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,66,-,3.0,1.0,0.0,
"Cordy, Zaine",2023,R3,stkilda,ES,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30,Off,0.0,0.0,0.0,
"Crouch, Brad",2023,R3,stkilda,ES,32.0,18.0,14.0,0.0,0.0,6.0,8.0,6.0,14.0,19.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,78,-,5.0,3.0,0.0,
"Gresham, Jade",2023,R3,stkilda,ES,23.0,14.0,9.0,1.0,1.0,7.0,2.0,0.0,10.0,12.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,0.0,88,-,9.0,1.0,1.0,
"Higgins, Jack",2023,R3,stkilda,ES,18.0,9.0,9.0,4.0,0.0,4.0,0.0,3.0,5.0,13.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,78,-,3.0,0.0,0.0,
"Hill, Bradley",2023,R3,stkilda,ES,23.0,11.0,12.0,1.0,0.0,4.0,2.0,1.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,95,-,3.0,2.0,0.0,
"Howard, Dougal",2023,R3,stkilda,ES,13.0,11.0,2.0,0.0,0.0,7.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,94,-,2.0,8.0,0.0,
"Jones, Zak",2023,R3,stkilda,ES,,,,,,,,,,,,,,,,,,,,,,,,
"King, Max",2023,R3,stkilda,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall, Rowan",2023,R3,stkilda,ES,19.0,14.0,5.0,0.0,1.0,8.0,3.0,1.0,7.0,9.0,25.0,4.0,1.0,0.0,0.0,2.0,4.0,2.0,88,-,4.0,2.0,0.0,
"Membrey, Tim",2023,R3,stkilda,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Owens, Mitch",2023,R3,stkilda,ES,14.0,8.0,6.0,1.0,2.0,3.0,1.0,2.0,11.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,87,-,2.0,2.0,0.0,
"Paton, Ben",2023,R3,stkilda,ES,6.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33,On,0.0,1.0,0.0,
"Phillipou, Mattaes",2023,R3,stkilda,ES,14.0,4.0,10.0,0.0,1.0,2.0,1.0,1.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,88,-,2.0,0.0,0.0,
"Ross, Sebastian",2023,R3,stkilda,ES,24.0,15.0,9.0,0.0,0.0,5.0,4.0,9.0,11.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,81,-,3.0,3.0,0.0,
"Sharman, Cooper",2023,R3,stkilda,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Sinclair, Jack",2023,R3,stkilda,ES,26.0,14.0,12.0,0.0,0.0,5.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,90,-,5.0,1.0,2.0,
"Steele, Jack",2023,R3,stkilda,ES,,,,,,,,,,,,,,,,,,,,,,,,
"Stocker, Liam",2023,R3,stkilda,ES,17.0,8.0,9.0,0.0,0.0,4.0,1.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,67,-,0.0,1.0,0.0,
"Wanganeen-Milera, Nasiah",2023,R3,stkilda,ES,19.0,15.0,4.0,0.0,0.0,7.0,0.0,2.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,81,-,1.0,3.0,1.0,
"Webster, Jimmy",2023,R3,stkilda,ES,16.0,10.0,6.0,0.0,0.0,4.0,1.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58,-,1.0,3.0,0.0,
"Wilkie, Callum",2023,R3,stkilda,ES,19.0,15.0,4.0,0.0,0.0,13.0,0.0,2.0,4.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,100,-,2.0,7.0,0.0,
"Windhager, Marcus",2023,R3,stkilda,ES,14.0,5.0,9.0,1.0,0.0,5.0,1.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,85,-,2.0,0.0,0.0,
"Wood, Mason",2023,R3,stkilda,ES,27.0,21.0,6.0,1.0,0.0,11.0,2.0,3.0,10.0,18.0,0.0,2.0,0.0,2.0,1.0,3.0,6.0,3.0,80,-,8.0,4.0,0.0,
"Battle, Josh",2023,R4,stkilda,GC,15.0,10.0,5.0,0.0,0.0,10.0,0.0,2.0,4.0,11.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,6.0,88,-,2.0,3.0,0.0,
"Billings, Jack",2023,R4,stkilda,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Butler, Dan",2023,R4,stkilda,GC,16.0,11.0,5.0,1.0,0.0,3.0,1.0,5.0,5.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,86,-,4.0,0.0,1.0,
"Byrnes, Ryan",2023,R4,stkilda,GC,21.0,15.0,6.0,0.0,1.0,3.0,2.0,3.0,7.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,76,-,3.0,3.0,1.0,
"Bytel, Jack",2023,R4,stkilda,GC,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,On,0.0,0.0,1.0,
"Caminiti, Anthony",2023,R4,stkilda,GC,9.0,4.0,5.0,2.0,1.0,3.0,0.0,2.0,4.0,5.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,76,-,2.0,2.0,0.0,
"Clark, Hunter",2023,R4,stkilda,GC,27.0,15.0,12.0,0.0,0.0,7.0,6.0,3.0,13.0,15.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,72,-,4.0,2.0,0.0,
"Cordy, Zaine",2023,R4,stkilda,GC,9.0,3.0,6.0,1.0,0.0,1.0,0.0,1.0,7.0,5.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,70,-,3.0,6.0,0.0,
"Crouch, Brad",2023,R4,stkilda,GC,34.0,13.0,21.0,0.0,0.0,6.0,6.0,8.0,13.0,19.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,76,-,6.0,1.0,0.0,
"Gresham, Jade",2023,R4,stkilda,GC,18.0,7.0,11.0,0.0,1.0,3.0,0.0,4.0,6.0,11.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,84,-,1.0,1.0,1.0,
"Higgins, Jack",2023,R4,stkilda,GC,22.0,14.0,8.0,5.0,1.0,5.0,1.0,2.0,9.0,14.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,82,-,1.0,2.0,0.0,
"Hill, Bradley",2023,R4,stkilda,GC,22.0,16.0,6.0,2.0,0.0,6.0,0.0,2.0,3.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,90,-,2.0,3.0,1.0,
"Howard, Dougal",2023,R4,stkilda,GC,18.0,12.0,6.0,0.0,0.0,9.0,0.0,1.0,6.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,97,-,1.0,9.0,0.0,
"Jones, Zak",2023,R4,stkilda,GC,,,,,,,,,,,,,,,,,,,,,,,,
"King, Max",2023,R4,stkilda,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall, Rowan",2023,R4,stkilda,GC,21.0,10.0,11.0,0.0,0.0,6.0,7.0,3.0,9.0,11.0,24.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,71,Off,2.0,3.0,0.0,
"Membrey, Tim",2023,R4,stkilda,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Owens, Mitch",2023,R4,stkilda,GC,27.0,9.0,18.0,2.0,2.0,5.0,0.0,5.0,19.0,8.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0,90,-,3.0,3.0,2.0,
"Paton, Ben",2023,R4,stkilda,GC,14.0,6.0,8.0,0.0,0.0,4.0,0.0,2.0,3.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,74,-,2.0,2.0,0.0,
"Phillipou, Mattaes",2023,R4,stkilda,GC,18.0,7.0,11.0,1.0,0.0,1.0,2.0,4.0,10.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,82,-,5.0,0.0,0.0,
"Ross, Sebastian",2023,R4,stkilda,GC,30.0,16.0,14.0,1.0,0.0,2.0,5.0,2.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,78,-,3.0,0.0,4.0,
"Sharman, Cooper",2023,R4,stkilda,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Sinclair, Jack",2023,R4,stkilda,GC,31.0,22.0,9.0,1.0,0.0,3.0,3.0,1.0,9.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,77,-,6.0,3.0,2.0,
"Steele, Jack",2023,R4,stkilda,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Stocker, Liam",2023,R4,stkilda,GC,26.0,15.0,11.0,0.0,0.0,7.0,0.0,0.0,7.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,78,-,3.0,1.0,0.0,
"Wanganeen-Milera, Nasiah",2023,R4,stkilda,GC,24.0,22.0,2.0,0.0,0.0,8.0,0.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,87,-,5.0,0.0,1.0,
"Webster, Jimmy",2023,R4,stkilda,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Wilkie, Callum",2023,R4,stkilda,GC,24.0,14.0,10.0,0.0,0.0,11.0,0.0,5.0,8.0,16.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,4.0,100,-,5.0,8.0,0.0,
"Windhager, Marcus",2023,R4,stkilda,GC,14.0,9.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,66,-,0.0,0.0,1.0,
"Wood, Mason",2023,R4,stkilda,GC,24.0,14.0,10.0,0.0,0.0,9.0,1.0,1.0,6.0,19.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,1.0,94,-,1.0,3.0,0.0,
"Battle, Josh",2023,R5,stkilda,CW,24.0,17.0,7.0,0.0,0.0,13.0,0.0,3.0,7.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,95,-,2.0,1.0,0.0,
"Billings, Jack",2023,R5,stkilda,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Butler, Dan",2023,R5,stkilda,CW,8.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,74,-,3.0,0.0,0.0,
"Byrnes, Ryan",2023,R5,stkilda,CW,22.0,10.0,12.0,1.0,1.0,4.0,1.0,4.0,7.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,84,-,5.0,1.0,0.0,
"Bytel, Jack",2023,R5,stkilda,CW,6.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,On,0.0,0.0,0.0,
"Caminiti, Anthony",2023,R5,stkilda,CW,5.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,76,-,3.0,2.0,0.0,
"Clark, Hunter",2023,R5,stkilda,CW,26.0,12.0,14.0,1.0,0.0,1.0,4.0,2.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,76,-,5.0,0.0,0.0,
"Cordy, Zaine",2023,R5,stkilda,CW,6.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46,Off,1.0,0.0,0.0,
"Crouch, Brad",2023,R5,stkilda,CW,33.0,16.0,17.0,2.0,0.0,5.0,9.0,3.0,16.0,18.0,0.0,0.0,1.0,0.0,3.0,2.0,10.0,1.0,88,-,5.0,2.0,0.0,
"Gresham, Jade",2023,R5,stkilda,CW,7.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,80,-,3.0,1.0,0.0,
"Higgins, Jack",2023,R5,stkilda,CW,14.0,9.0,5.0,2.0,1.0,4.0,0.0,1.0,6.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,81,-,4.0,1.0,0.0,
"Hill, Bradley",2023,R5,stkilda,CW,19.0,12.0,7.0,0.0,2.0,4.0,0.0,0.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,89,-,0.0,2.0,0.0,
"Howard, Dougal",2023,R5,stkilda,CW,12.0,8.0,4.0,0.0,0.0,6.0,0.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,98,-,0.0,9.0,0.0,
"Jones, Zak",2023,R5,stkilda,CW,,,,,,,,,,,,,,,,,,,,,,,,
"King, Max",2023,R5,stkilda,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall, Rowan",2023,R5,stkilda,CW,25.0,16.0,9.0,0.0,0.0,7.0,7.0,5.0,12.0,12.0,32.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,85,-,6.0,3.0,0.0,
"Membrey, Tim",2023,R5,stkilda,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Owens, Mitch",2023,R5,stkilda,CW,14.0,7.0,7.0,0.0,2.0,4.0,1.0,7.0,10.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,91,-,2.0,3.0,1.0,
"Paton, Ben",2023,R5,stkilda,CW,17.0,11.0,6.0,0.0,0.0,6.0,0.0,0.0,4.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,68,-,1.0,1.0,0.0,
