Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Allen, Oscar",1,5,1,-,3,2,1,-,2,2,1,4,5,3,30.0
"Barrass, Tom",5,9,5,13,6,10,9,12,20,,8,,,4,101.0
"Bazzo, Rhett",,,,,,-,2,,,1,1,6,6,3,19.0
"Chesser, Campbell",-,-,2,,,,,,,2,,,-,1,5.0
"Clark, Greg",,,,3,-,-,-,1,1,1,-,-,-,,6.0
"Cole, Tom",4,3,1,1,,,,,,,,,,,9.0
"Cripps, Jamie",-,-,1,,,,,,,,,,,,1.0
"Culley, Jai",,,,-,-,2,1,-,,,,,,,3.0
"Darling, Jack",-,2,1,2,1,1,1,4,1,,,,5,1,19.0
"Duggan, Liam",1,1,2,4,2,2,3,-,2,2,1,-,,2,22.0
"Edwards, Harry",,,,,,,,,5,13,,,,,18.0
"Edwards, Luke",,,,1,-,1,2,1,-,,-,,1,-,6.0
"Foley, Luke",,,,,,1,-,6,4,1,4,2,4,,22.0
"Gaff, Andrew",2,2,1,2,1,-,-,1,1,-,-,-,-,-,10.0
"Ginbey, Reuben",3,-,2,-,1,-,2,-,-,2,1,2,4,2,19.0
"Hewett, Elijah",,-,-,1,,,,,,,,-,,-,1.0
"Hough, Brady",,,,3,1,,,,1,2,1,-,1,-,9.0
"Hunt, Jayden",2,1,5,1,2,-,2,3,1,1,2,2,-,1,23.0
"Hurn, Shannon",6,1,2,2,,,2,1,,,1,-,,,15.0
"Jamieson, Callum",3,,,,,,,,2,-,,2,,,7.0
"Jones, Jamaine",-,-,-,-,1,2,-,-,-,1,,,,,4.0
"Kelly, Tim",-,1,2,1,-,1,-,2,-,1,-,-,-,2,10.0
"Long, Noah",-,1,1,-,-,,,,,1,-,-,-,-,3.0
"Maric, Ryan",,,,,,,,,,,,,-,-,
"McGovern, Jeremy",9,8,2,,,,,,,,,,,,19.0
"ONeill, Xavier",-,,,,-,,-,-,2,1,2,3,2,,10.0
"Petrevski-Seton, Sam",,-,1,1,1,1,-,,,,,,3,-,7.0
"Petruccelle, Jack",-,,,,-,1,-,1,-,2,-,1,3,3,11.0
"Rotham, Josh",,,,-,2,2,6,6,4,1,1,2,,,24.0
"Ryan, Liam",-,1,-,,,,,,,,,,,,1.0
"Sheed, Dom",1,-,2,,,,,1,1,-,-,-,2,-,7.0
"Shuey, Luke",1,2,1,,,-,,,,,,,1,1,6.0
"Trew, Zane",,,,,,-,,1,,,,,1,,2.0
"Waterman, Jake",,1,-,1,3,3,3,1,1,2,-,1,,,16.0
"West, Connor",,,,1,-,-,-,-,2,-,1,-,,,4.0
"Williams, Bailey",1,2,4,-,2,2,1,-,2,2,2,4,4,3,29.0
"Williams, Jack",,,,,,,,,,,,,,2,2.0
"Witherden, Alex",1,3,1,,2,3,2,4,3,1,2,-,4,4,30.0
"Yeo, Elliot",,,,2,2,,,,,,4,-,5,5,18.0
Totals,40,43,37,39,30,34,37,45,55,39,32,29,51,37,548.0
Opponent,NM,GW,FR,ME,GE,PA,CA,RI,GC,HW,ES,CW,AD,SY,
