Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Battle, Josh",5,-,2,2,2,4,2,6,3,3,2,2,5,2,1,41.0
"Butler, Dan",3,6,1,4,3,5,1,3,2,1,1,3,2,1,1,37.0
"Byrnes, Ryan",6,-,3,3,5,1,1,2,-,1,6,3,3,2,2,38.0
"Bytel, Jack",4,,,-,-,,,2,2,,,,,,,8.0
"Caminiti, Anthony",3,1,2,2,3,,,,4,3,1,3,2,1,2,27.0
"Clark, Hunter",4,6,3,4,5,5,4,3,2,7,-,,,,,43.0
"Cordy, Zaine",1,2,-,3,1,1,-,,,,,,,,,8.0
"Crouch, Brad",6,1,5,6,5,4,5,3,10,2,5,6,6,2,-,66.0
"Gresham, Jade",5,3,9,1,3,1,1,3,,7,5,3,8,4,2,55.0
"Higgins, Jack",1,4,3,1,4,2,5,1,2,1,5,-,2,2,2,35.0
"Hill, Bradley",1,3,3,2,-,1,3,6,2,3,4,3,6,4,1,42.0
"Howard, Dougal",4,2,2,1,-,4,-,-,3,2,-,1,3,2,-,24.0
"King, Max",,,,,,,,,,3,3,2,2,3,2,15.0
"Marshall, Rowan",6,4,4,2,6,3,2,1,2,5,3,2,2,-,7,49.0
"Membrey, Tim",,,,,,1,-,3,1,,,,,,,5.0
"Owens, Mitch",3,-,2,3,2,-,5,5,5,-,,1,1,1,1,29.0
"Paton, Ben",1,1,-,2,1,1,3,-,3,-,3,,,3,,18.0
"Phillipou, Mattaes",1,2,2,5,2,3,6,1,4,1,-,5,3,2,2,39.0
"Ross, Sebastian",,1,3,3,7,2,4,2,6,3,-,2,3,,4,40.0
"Sharman, Cooper",,,,,,,,2,-,,3,-,-,1,2,8.0
"Sinclair, Jack",2,2,5,6,2,2,4,2,3,3,3,3,7,3,3,50.0
"Steele, Jack",4,4,,,,5,6,1,4,1,2,5,6,6,4,48.0
"Stocker, Liam",1,1,-,3,2,-,3,6,4,3,6,1,3,4,1,38.0
"Wanganeen-Milera, Nasiah",5,1,1,5,3,1,3,2,2,2,-,2,10,1,4,42.0
"Webster, Jimmy",4,,1,,,,,,,-,2,3,2,-,1,13.0
"Wilkie, Callum",6,4,2,5,2,4,2,6,2,1,1,1,6,4,2,48.0
"Windhager, Marcus",,1,2,-,2,-,-,,,,,4,4,1,2,16.0
"Wood, Mason",2,4,8,1,1,2,3,5,4,2,2,2,6,7,1,50.0
Totals,78,53,63,64,61,52,63,65,70,54,57,57,92,56,47,932.0
Opponent,FR,WB,ES,GC,CW,CA,PA,NM,AD,GW,HW,SY,RI,BL,WC,
