Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Baker, Liam",5,5,6,2,7,2,4,8,5,1,3,6,2,2,58.0
"Balta, Noah",3,10,6,3,4,4,4,3,8,8,4,6,9,6,78.0
"Bolton, Shai",6,3,1,3,4,3,2,8,1,3,5,4,3,-,46.0
"Broad, Nathan",7,4,,,,,4,2,7,4,6,6,4,3,47.0
"Clarke, Judson",,,1,4,2,4,2,-,2,-,2,4,1,2,24.0
"Cotchin, Trent",3,2,4,-,1,5,4,,5,3,1,3,4,4,39.0
"Cumberland, Noah",,,1,7,-,2,2,-,,,,-,,,12.0
"Dow, Thomson",,,,,,,,,,1,,,,,1.0
"Graham, Jack",1,6,1,3,,,,1,3,3,2,2,4,3,29.0
"Grimes, Dylan",5,1,1,3,4,1,2,1,3,6,5,1,1,1,35.0
"Hopper, Jacob",3,7,,2,5,10,2,-,2,,,,,,31.0
"Lynch, Tom",6,8,3,1,,,,,,,,,,,18.0
"Mansell, Rhyan",4,-,4,5,4,2,,1,1,2,2,1,3,,29.0
"Martin, Dustin",6,6,,4,7,2,4,4,9,3,4,2,4,2,57.0
"McIntosh, Kamdyn",5,1,5,5,4,3,7,2,8,8,2,7,4,2,63.0
"Miller, Ben",4,,,,4,1,1,6,1,,-,,,3,20.0
"Nankervis, Toby",1,4,2,1,,,,,,5,3,5,3,-,24.0
"Pickett, Marlion",2,5,5,4,2,3,5,3,1,2,1,2,1,,36.0
"Prestia, Dion",4,1,4,4,3,3,,4,5,1,-,4,2,2,37.0
"Ralphsmith, Hugo",,,4,6,6,1,,3,6,3,3,6,-,-,38.0
"Riewoldt, Jack",6,6,1,,4,4,3,7,5,3,3,8,4,-,54.0
"Rioli, Daniel",7,7,6,4,4,3,6,6,6,8,5,2,3,3,70.0
"Rioli, Maurice",2,-,1,,1,-,,,,,,,,2,6.0
"Ross, Jack",2,,8,,,,4,5,6,10,5,3,4,5,52.0
"Ryan, Samson",,4,-,1,2,6,5,4,3,3,2,3,3,2,38.0
"Short, Jayden",6,3,,,,7,11,5,9,7,6,7,6,5,72.0
"Soldo, Ivan",,,,,,,5,,,,,,,,5.0
"Sonsie, Tyler",,,,2,2,,-,,,,,,,,4.0
"Taranto, Tim",3,4,5,3,3,6,9,3,3,5,6,4,3,1,58.0
"Vlastuin, Nick",4,5,6,4,6,8,6,7,4,11,,,12,9,82.0
"Young, Tylar",,2,1,1,6,1,4,,,,1,3,1,2,22.0
Totals,95,94,76,72,85,81,96,83,103,100,71,89,81,59,1185.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,
