Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Baker, Liam",84,92,89,80,89,81,89,89,81,86,83,84,82,79,81,84.6/1581:05
"Balta, Noah",87,94,90,92,90,91,80,88,96,94,97,94,86,93,94,91.1/1702:14
"Bolton, Shai",88,88,82,91,91,79,92,85,85,90,84,81,90,85,87,86.5/1616:29
"Broad, Nathan",90,88,,,,,79,91,100,97,94,95,89,92,92,91.6/1257:46
"Clarke, Judson",,,78,75,60,68,31,71,26,30,17,72,70,74,82,58.4/946:28
"Cotchin, Trent",67,71,79,48,44,82,76,,65,74,70,64,65,71,68,67.3/1170:18
"Cumberland, Noah",,,41,77,72,87,74,31,,,,23,,,72,59.1/591:22
"Dow, Thomson",,,,,,,,,,41,,,,,,41.0/47:24
"Graham, Jack",88,86,82,30,,,,79,82,87,83,80,84,89,84,79.6/1193:02
"Grimes, Dylan",82,73,77,72,83,84,81,85,78,79,78,76,86,82,79,79.7/1489:02
"Hopper, Jacob",72,69,,74,81,79,72,76,48,,,,,,74,71.7/802:48
"Lynch, Tom",89,89,89,86,,,,,,,,,,,,88.3/435:36
"Mansell, Rhyan",67,16,74,81,73,75,,37,77,77,70,58,72,,,64.4/965:13
"Martin, Dustin",82,62,,85,87,83,90,84,84,86,85,85,85,89,,83.6/1353:13
"McIntosh, Kamdyn",82,79,85,83,85,85,90,90,87,81,84,78,88,81,81,83.9/1568:05
"Miller, Ben",80,,,,85,64,72,76,71,,82,,,86,83,77.8/870:15
"Nankervis, Toby",84,81,82,79,,,,,,72,79,84,79,78,74,79.3/988:58
"Pickett, Marlion",51,80,81,82,87,88,82,79,84,75,78,77,70,,84,78.5/1367:16
"Prestia, Dion",81,77,75,72,76,69,,87,86,77,83,87,82,81,,79.6/1293:41
"Ralphsmith, Hugo",,,75,81,79,23,,73,81,62,75,74,13,31,51,59.8/898:13
"Riewoldt, Jack",95,86,87,,83,94,88,89,78,88,95,89,88,87,86,88.0/1538:18
"Rioli, Daniel",84,81,93,91,86,85,81,85,70,93,86,87,89,84,78,84.8/1585:22
"Rioli, Maurice",74,77,81,,40,69,,,,,,,,70,,68.2/512:52
"Ross, Jack",25,,66,,,,76,83,81,78,86,82,84,83,86,75.7/1035:51
"Ryan, Samson",,69,35,73,73,82,90,81,86,76,50,72,78,36,72,69.4/1214:04
"Short, Jayden",77,85,,,,84,83,75,77,82,74,79,76,80,22,74.4/1111:07
"Soldo, Ivan",,,,,,,57,,,,,,,,,57.0/67:53
"Sonsie, Tyler",,,,81,68,,47,,,,,,,,,65.6/242:21
"Taranto, Tim",80,85,82,81,90,74,88,77,87,87,81,89,83,88,86,83.9/1568:47
"Vlastuin, Nick",91,95,86,87,93,80,86,89,88,89,,,81,87,92,88.0/1420:07
"Young, Tylar",,78,92,100,85,96,97,,,,88,90,78,83,93,88.9/1227:29
Totals,,,,,,,,,,,,,,,,
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,BL,
